地域,可用区,机型,CPU(核),内存(G),按量T1(元/小时),按量T2(元/小时),按量T3(元/小时),标准月价(元),包月(元),包年(元),3年(元),5年(元)
重庆,重庆一区,GPU计算型GN7,40,160,24.99,12.5,8.5,7200,7200,71712,129600,216000
重庆,重庆一区,GPU计算型GN7,80,320,49.98,25,17,14400,14400,143424,259200,432000
重庆,重庆一区,GPU计算型GN8,6,56,15.09,7.54,5.13,4400,4400,43824,110880,184800
重庆,重庆一区,GPU计算型GN8,14,112,30.88,15.44,10.5,9000,9000,89640,226800,378000
重庆,重庆一区,GPU计算型GN8,28,224,61.76,30.88,20.99,18000,18000,179280,453600,756000
重庆,重庆一区,GPU计算型GN8,56,448,123.52,61.76,41.99,36000,36000,358560,907200,1512000
重庆,重庆一区,GPU计算型GN10X,8,40,16.21,8.1,5.51,4671,4671,46523.16,84078,140130
重庆,重庆一区,GPU计算型GN10X,18,80,32.79,16.4,11.15,9450,9450,94122,170100,283500
重庆,重庆一区,GPU计算型GN10X,36,160,65.58,32.79,22.3,18900,18900,188244,340200,567000
重庆,重庆一区,GPU计算型GN10X,72,320,131.17,65.59,44.59,37800,37800,376488,680400,1134000
重庆,重庆一区,GPU计算型GN10Xp,10,40,11.98,11.98,11.98,5750,5750,57270,103500,172500
重庆,重庆一区,GPU计算型GN10Xp,20,80,23.96,23.96,23.96,11500,11500,114540,207000,345000
重庆,重庆一区,GPU计算型GN10Xp,40,160,47.92,47.92,47.92,23000,23000,229080,414000,690000
重庆,重庆一区,GPU计算型GN10Xp,80,320,95.84,95.84,95.84,46000,46000,458160,828000,1380000
重庆,重庆一区,GPU推理型GI3X,32,64,8.63,8.63,8.63,4140,4140,41234.4,74520,124200
重庆,重庆一区,GPU推理型GI3X,90,226,17.25,17.25,17.25,8280,8280,82468.8,149040,248400
重庆,重庆一区,GPU推理型GI3X,180,452,34.5,34.5,34.5,16560,16560,164937.6,298080,496800
重庆,重庆一区,大数据型D3,8,32,2.77,2.77,2.77,1425.6,1425.6,14198.98,25660.8,42768
重庆,重庆一区,大数据型D3,16,64,5.54,5.54,5.54,2851.2,2851.2,28397.95,51321.6,85536
重庆,重庆一区,大数据型D3,32,128,10.25,10.25,10.25,5270.4,5270.4,52493.18,94867.2,158112
重庆,重庆一区,大数据型D3,64,256,20.49,20.49,20.49,10540.8,10540.8,104986.37,189734.4,316224
重庆,重庆一区,大数据型D3,84,320,24.68,24.68,24.68,12693.6,12693.6,126428.26,228484.8,380808
重庆,重庆一区,大数据型D2,8,32,4.39,2.67,2.11,1263.6,1263.6,12585.46,22744.8,37908
重庆,重庆一区,大数据型D2,16,64,8.79,5.33,4.23,2527.2,2527.2,25170.91,45489.6,75816
重庆,重庆一区,大数据型D2,24,96,13.18,8,6.34,3790.8,3790.8,37756.37,68234.4,113724
重庆,重庆一区,大数据型D2,32,128,17.58,10.66,8.45,5054.4,5054.4,50341.82,90979.2,151632
重庆,重庆一区,大数据型D2,64,256,35.15,21.33,16.9,10108.8,10108.8,100683.65,181958.4,303264
重庆,重庆一区,大数据型D2,76,320,45.24,28.25,22.81,13010.4,13010.4,129583.58,234187.2,390312
重庆,重庆一区,标准型黑石物理服务器BMS4,80,384,-,-,-,14096,14096,140396.16,253728,422880
重庆,重庆一区,大数据型黑石物理服务器BMD2,80,384,-,-,-,16376,16376,163104.96,294768,491280
重庆,重庆一区,高IO型黑石物理服务器BMI5,96,384,-,-,-,12884,12884,128324.64,231912,386520
重庆,重庆一区,GPU型黑石物理服务器BMG5t,96,384,-,-,-,25248,25248,251470.08,454464,757440
重庆,重庆一区,GPU型黑石物理服务器BMG5v,96,384,-,-,-,50200,50200,499992,903600,1506000
中国香港,香港二区,标准型SA2,1,1,0.07,0.07,0.07,35,35,348.6,630,1050
中国香港,香港二区,标准型SA2,1,2,0.11,0.11,0.11,57,57,567.72,1026,1710
中国香港,香港二区,标准型SA2,1,4,0.25,0.25,0.25,130.2,130.2,1296.79,2343.6,3906
中国香港,香港二区,标准型SA2,2,4,0.32,0.32,0.32,166,166,1653.36,2988,4980
中国香港,香港二区,标准型SA2,2,8,0.51,0.51,0.51,260.4,260.4,2593.58,4687.2,7812
中国香港,香港二区,标准型SA2,4,8,0.68,0.68,0.68,347.2,347.2,3458.11,6249.6,10416
中国香港,香港二区,标准型SA2,4,16,1.01,1.01,1.01,520.8,520.8,5187.17,9374.4,15624
中国香港,香港二区,标准型SA2,8,16,1.35,1.35,1.35,694.4,694.4,6916.22,12499.2,20832
中国香港,香港二区,标准型SA2,8,32,2.03,2.03,2.03,1041.6,1041.6,10374.34,18748.8,31248
中国香港,香港二区,标准型SA2,16,32,2.7,2.7,2.7,1388.8,1388.8,13832.45,24998.4,41664
中国香港,香港二区,标准型SA2,16,64,4.05,4.05,4.05,2083.2,2083.2,20748.67,37497.6,62496
中国香港,香港二区,标准型SA2,32,64,5.4,5.4,5.4,2777.6,2777.6,27664.9,49996.8,83328
中国香港,香港二区,标准型SA2,48,96,8.1,8.1,8.1,4166.4,4166.4,41497.34,74995.2,124992
中国香港,香港二区,标准型SA2,48,128,9.45,9.45,9.45,4860.8,4860.8,48413.57,87494.4,145824
中国香港,香港二区,标准型SA2,64,128,10.8,10.8,10.8,5555.2,5555.2,55329.79,99993.6,166656
中国香港,香港二区,标准型SA2,80,160,13.5,13.5,13.5,6944,6944,69162.24,124992,208320
中国香港,香港二区,标准型SA2,90,224,17.05,17.05,17.05,8766.8,8766.8,87317.33,157802.4,263004
中国香港,香港二区,标准型SA2,128,256,21.6,21.6,21.6,11110.4,11110.4,110659.58,199987.2,333312
中国香港,香港二区,标准型SA2,160,320,27,27,27,13888,13888,138324.48,249984,416640
中国香港,香港二区,标准型SA2,180,464,34.77,34.77,34.77,17880.8,17880.8,178092.77,321854.4,536424
