地域,可用区,系统,机型,规格,CPU(核),内存(G),按量T1(元/小时),按量T2(元/小时),按量T3(元/小时),标准月价(元),包月(元),包年(元),3年(元),5年(元)
中国香港,香港二区,WINDOWS,标准型S2,S2.8XLARGE64,32,64,13.31,6.66,2.96,6848,6848,68206.08,123264,205440
中国香港,香港二区,WINDOWS,标准型S2,S2.8XLARGE128,32,128,19.97,9.98,4.44,10272,10272,102309.12,184896,308160
中国香港,香港二区,WINDOWS,标准型S2,S2.14XLARGE224,56,224,34.95,17.47,7.77,17976,17976,179040.96,323568,539280
中国香港,香港二区,WINDOWS,高IO型IT5,IT5.4XLARGE64,16,64,12.62,12.62,12.62,6492,6492,64660.32,116856,194760
中国香港,香港二区,WINDOWS,高IO型IT5,IT5.8XLARGE128,32,128,25.25,25.25,25.25,12984,12984,129320.64,233712,389520
中国香港,香港二区,WINDOWS,高IO型IT5,IT5.16XLARGE256,64,256,50.5,50.5,50.5,25968,25968,258641.28,467424,779040
中国香港,香港二区,WINDOWS,内存型M5,M5.SMALL8,1,8,0.8,0.8,0.8,473,473,4711.08,8514,14190
中国香港,香港二区,WINDOWS,内存型M5,M5.MEDIUM16,2,16,1.6,1.6,1.6,946,946,9422.16,17028,28380
中国香港,香港二区,WINDOWS,内存型M5,M5.LARGE32,4,32,3.21,3.21,3.21,1892,1892,18844.32,34056,56760
中国香港,香港二区,WINDOWS,内存型M5,M5.2XLARGE64,8,64,6.41,6.41,6.41,3784,3784,37688.64,68112,113520
中国香港,香港三区,WINDOWS,内存型M5,M5.3XLARGE96,12,96,9.62,9.62,9.62,5676,5676,56532.96,102168,170280
中国香港,香港三区,WINDOWS,内存型M5,M5.4XLARGE128,16,128,12.82,12.82,12.82,7568,7568,75377.28,136224,227040
中国香港,香港三区,WINDOWS,内存型M5,M5.6XLARGE192,24,192,19.24,19.24,19.24,11352,11352,113065.92,204336,340560
中国香港,香港三区,WINDOWS,内存型M5,M5.8XLARGE256,32,256,25.65,25.65,25.65,15136,15136,150754.56,272448,454080
中国香港,香港三区,WINDOWS,内存型M5,M5.16XLARGE512,64,512,51.3,51.3,51.3,30272,30272,301509.12,544896,908160
中国香港,香港三区,WINDOWS,内存型M5,M5.21XLARGE700,84,700,69.37,69.37,69.37,40936,40936,407722.56,736848,1228080
中国香港,香港二区,WINDOWS,内存型M2,M2.SMALL8,1,8,0.91,0.46,0.31,467.5,467.5,4656.3,8415,14025
中国香港,香港二区,WINDOWS,内存型M2,M2.MEDIUM16,2,16,1.82,0.91,0.62,935,935,9312.6,16830,28050
中国香港,香港二区,WINDOWS,内存型M2,M2.LARGE32,4,32,3.65,1.82,1.24,1870,1870,18625.2,33660,56100
中国香港,香港二区,WINDOWS,内存型M2,M2.2XLARGE64,8,64,7.3,3.65,2.48,3740,3740,37250.4,67320,112200
中国香港,香港二区,WINDOWS,内存型M2,M2.3XLARGE96,12,96,10.95,5.47,3.72,5610,5610,55875.6,100980,168300
中国香港,香港二区,WINDOWS,内存型M2,M2.4XLARGE128,16,128,14.59,7.3,4.96,7480,7480,74500.8,134640,224400
中国香港,香港二区,WINDOWS,内存型M2,M2.4XLARGE192,16,192,19.91,9.95,6.77,10200,10200,101592,183600,306000
中国香港,香港二区,WINDOWS,内存型M2,M2.6XLARGE192,24,192,21.89,10.95,7.44,11220,11220,111751.2,201960,336600
中国香港,香港二区,WINDOWS,内存型M2,M2.8XLARGE256,32,256,29.19,14.59,9.92,14960,14960,149001.6,269280,448800
中国香港,香港二区,WINDOWS,内存型M2,M2.12XLARGE384,48,384,43.78,21.89,14.88,22440,22440,223502.4,403920,673200
中国香港,香港二区,WINDOWS,内存型M2,M2.14XLARGE448,56,448,51.08,25.54,17.37,26180,26180,260752.8,471240,785400
中国香港,香港三区,WINDOWS,计算型C4,C4.MEDIUM4,2,4,1.09,1.09,1.09,560,560,5577.6,10080,16800
中国香港,香港三区,WINDOWS,计算型C4,C4.LARGE8,4,8,2.18,2.18,2.18,1120,1120,11155.2,20160,33600
中国香港,香港三区,WINDOWS,计算型C4,C4.LARGE16,4,16,3.27,3.27,3.27,1680,1680,16732.8,30240,50400
中国香港,香港三区,WINDOWS,计算型C4,C4.2XLARGE16,8,16,4.36,4.36,4.36,2240,2240,22310.4,40320,67200
中国香港,香港三区,WINDOWS,计算型C4,C4.2XLARGE32,8,32,6.53,6.53,6.53,3360,3360,33465.6,60480,100800
中国香港,香港三区,WINDOWS,计算型C4,C4.4XLARGE32,16,32,8.71,8.71,8.71,4480,4480,44620.8,80640,134400
中国香港,香港三区,WINDOWS,计算型C4,C4.4XLARGE64,16,64,13.07,13.07,13.07,6720,6720,66931.2,120960,201600
中国香港,香港三区,WINDOWS,计算型C4,C4.8XLARGE128,32,128,26.13,26.13,26.13,13440,13440,133862.4,241920,403200
中国香港,香港三区,WINDOWS,计算型C4,C4.8XLARGE174,32,174,32.4,32.4,32.4,16660,16660,165933.6,299880,499800
中国香港,香港三区,WINDOWS,计算型C4,C4.8XLARGE256,32,256,43.56,43.56,43.56,22400,22400,223104,403200,672000
中国香港,香港三区,WINDOWS,计算型C4,C4.16XLARGE256,64,256,52.27,52.27,52.27,26880,26880,267724.8,483840,806400
中国香港,香港三区,WINDOWS,计算型C4,C4.16XLARGE348,64,348,64.79,64.79,64.79,33320,33320,331867.2,599760,999600
中国香港,香港二区,WINDOWS,计算型C3,C3.MEDIUM4,2,4,1.09,0.54,0.37,560,560,5577.6,10080,16800
中国香港,香港二区,WINDOWS,计算型C3,C3.MEDIUM8,2,8,1.63,0.82,0.56,840,840,8366.4,15120,25200
中国香港,香港二区,WINDOWS,计算型C3,C3.LARGE8,4,8,2.18,1.09,0.74,1120,1120,11155.2,20160,33600
中国香港,香港二区,WINDOWS,计算型C3,C3.LARGE16,4,16,3.27,1.63,1.11,1680,1680,16732.8,30240,50400
中国香港,香港二区,WINDOWS,计算型C3,C3.2XLARGE16,8,16,4.36,2.18,1.48,2240,2240,22310.4,40320,67200
中国香港,香港二区,WINDOWS,计算型C3,C3.2XLARGE32,8,32,6.53,3.27,2.22,3360,3360,33465.6,60480,100800
中国香港,香港二区,WINDOWS,计算型C3,C3.4XLARGE32,16,32,8.71,4.36,2.96,4480,4480,44620.8,80640,134400
中国香港,香港二区,WINDOWS,计算型C3,C3.4XLARGE64,16,64,13.07,6.53,4.44,6720,6720,66931.2,120960,201600
中国香港,香港二区,WINDOWS,计算型C3,C3.8XLARGE64,32,64,17.42,8.71,5.92,8960,8960,89241.6,161280,268800
中国香港,香港二区,WINDOWS,计算型C3,C3.8XLARGE128,32,128,26.13,13.06,8.88,13440,13440,133862.4,241920,403200
中国香港,香港二区,WINDOWS,计算型C3,C3.12XLARGE160,48,160,34.85,17.42,11.84,17920,17920,178483.2,322560,537600
中国香港,香港二区,WINDOWS,计算型C2,C2.MEDIUM4,2,4,1.09,0.54,0.37,560,560,5577.6,10080,16800
中国香港,香港二区,WINDOWS,计算型C2,C2.MEDIUM8,2,8,1.63,0.82,0.55,840,840,8366.4,15120,25200
中国香港,香港二区,WINDOWS,计算型C2,C2.LARGE8,4,8,2.18,1.09,0.74,1120,1120,11155.2,20160,33600
中国香港,香港二区,WINDOWS,计算型C2,C2.LARGE16,4,16,3.26,1.63,1.11,1680,1680,16732.8,30240,50400
中国香港,香港二区,WINDOWS,计算型C2,C2.2XLARGE16,8,16,4.35,2.18,1.48,2240,2240,22310.4,40320,67200
中国香港,香港二区,WINDOWS,计算型C2,C2.2XLARGE32,8,32,6.53,3.26,2.22,3360,3360,33465.6,60480,100800
中国香港,香港二区,WINDOWS,计算型C2,C2.4XLARGE32,16,32,8.7,4.35,2.96,4480,4480,44620.8,80640,134400
中国香港,香港二区,WINDOWS,计算型C2,C2.4XLARGE64,16,64,13.06,6.53,4.44,6720,6720,66931.2,120960,201600
中国香港,香港二区,WINDOWS,计算型C2,C2.8XLARGE64,32,64,17.41,8.7,5.92,8960,8960,89241.6,161280,268800
中国香港,香港二区,WINDOWS,计算型C2,C2.8XLARGE96,32,96,21.76,10.88,7.4,11200,11200,111552,201600,336000
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.LARGE20,4,20,3.45,1.73,1.17,1657.5,1657.5,16508.7,29835,49725
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.2XLARGE32,8,32,8.85,4.43,3.01,4250,4250,42330,76500,127500
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.2XLARGE40,10,40,7.08,3.54,2.41,3400,3400,33864,61200,102000
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.5XLARGE80,20,80,14.16,7.09,4.82,6800,6800,67728,122400,204000
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.8XLARGE128,32,128,19.47,9.75,6.62,9350,9350,93126,168300,280500
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.10XLARGE160,40,160,28.32,14.18,9.63,13600,13600,135456,244800,408000
中国香港,香港二区,WINDOWS,GPU计算型GN7,GN7.20XLARGE320,80,320,56.65,28.35,19.26,27200,27200,270912,489600,816000
中国香港,香港二区,WINDOWS,GPU计算型GN8,GN8.LARGE56,6,56,20.23,16.19,14.16,9698,9698,96592.08,244389.6,407316
中国香港,香港二区,WINDOWS,GPU计算型GN8,GN8.3XLARGE112,14,112,41.01,32.81,28.7,19656,19656,195773.76,495331.2,825552
中国香港,香港二区,WINDOWS,GPU计算型GN8,GN8.7XLARGE224,28,224,82.02,65.61,57.41,39312,39312,391547.52,990662.4,1651104
中国香港,香港二区,WINDOWS,GPU计算型GN8,GN8.14XLARGE448,56,448,164.04,131.22,114.81,78624,78624,783095.04,1981324.8,3302208
中国香港,香港二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.2XLARGE40,10,40,23.36,23.36,23.36,11212.5,11212.5,111676.5,201825,336375
中国香港,香港二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.5XLARGE80,20,80,46.72,46.72,46.72,22425,22425,223353,403650,672750
中国香港,香港二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.10XLARGE160,40,160,93.44,93.44,93.44,44850,44850,446706,807300,1345500
中国香港,香港二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.20XLARGE320,80,320,186.89,186.89,186.89,89700,89700,893412,1614600,2691000
中国香港,香港三区,WINDOWS,大数据型D1,D1.14XLARGE224,56,224,12.96,10.24,9.36,12240,12240,121910.4,220320,367200
中国香港,香港二区,WINDOWS,大数据型BMD3,BMD3.24XLARGE384,96,384,78.14,78.14,78.14,40188,40188,400272.48,723384,1205640
中国香港,香港二区,WINDOWS,高IO型BMI5,BMI5.24XLARGE384,96,384,53.46,53.46,53.46,38488,38488,383340.48,692784,1154640
中国香港,香港二区,WINDOWS,GPU型BMG5t,BMG5t.24XLARGE384,96,384,60.4,60.4,60.4,43488,43488,433140.48,782784,1304640
首尔,首尔二区,WINDOWS,标准型SA2,SA2.SMALL1,1,1,0.08,0.08,0.08,43.4,43.4,432.26,781.2,1302
首尔,首尔二区,WINDOWS,标准型SA2,SA2.SMALL2,1,2,0.17,0.17,0.17,86.8,86.8,864.53,1562.4,2604
首尔,首尔二区,WINDOWS,标准型SA2,SA2.SMALL4,1,4,0.47,0.47,0.47,239.4,239.4,2384.42,4309.2,7182
首尔,首尔二区,WINDOWS,标准型SA2,SA2.MEDIUM2,2,2,0.17,0.17,0.17,86.8,86.8,864.53,1562.4,2604
首尔,首尔二区,WINDOWS,标准型SA2,SA2.MEDIUM4,2,4,0.34,0.34,0.34,173.6,173.6,1729.06,3124.8,5208
首尔,首尔二区,WINDOWS,标准型SA2,SA2.MEDIUM8,2,8,0.93,0.93,0.93,478.8,478.8,4768.85,8618.4,14364
首尔,首尔二区,WINDOWS,标准型SA2,SA2.LARGE4,4,4,0.93,0.93,0.93,478.8,478.8,4768.85,8618.4,14364
首尔,首尔二区,WINDOWS,标准型SA2,SA2.LARGE8,4,8,1.24,1.24,1.24,638.4,638.4,6358.46,11491.2,19152
首尔,首尔二区,WINDOWS,标准型SA2,SA2.LARGE16,4,16,1.86,1.86,1.86,957.6,957.6,9537.7,17236.8,28728
首尔,首尔二区,WINDOWS,标准型SA2,SA2.2XLARGE16,8,16,2.48,2.48,2.48,1276.8,1276.8,12716.93,22982.4,38304
首尔,首尔二区,WINDOWS,标准型SA2,SA2.2XLARGE32,8,32,3.72,3.72,3.72,1915.2,1915.2,19075.39,34473.6,57456
首尔,首尔二区,WINDOWS,标准型SA2,SA2.4XLARGE32,16,32,4.97,4.97,4.97,2553.6,2553.6,25433.86,45964.8,76608
首尔,首尔二区,WINDOWS,标准型SA2,SA2.4XLARGE64,16,64,7.45,7.45,7.45,3830.4,3830.4,38150.78,68947.2,114912
首尔,首尔二区,WINDOWS,标准型SA2,SA2.8XLARGE64,32,64,9.93,9.93,9.93,5107.2,5107.2,50867.71,91929.6,153216
首尔,首尔二区,WINDOWS,标准型SA2,SA2.12XLARGE96,48,96,14.9,14.9,14.9,7660.8,7660.8,76301.57,137894.4,229824
首尔,首尔二区,WINDOWS,标准型SA2,SA2.12XLARGE128,48,128,17.38,17.38,17.38,8937.6,8937.6,89018.5,160876.8,268128
首尔,首尔二区,WINDOWS,标准型SA2,SA2.16XLARGE128,64,128,19.86,19.86,19.86,10214.4,10214.4,101735.42,183859.2,306432
首尔,首尔二区,WINDOWS,标准型SA2,SA2.20XLARGE160,80,160,24.83,24.83,24.83,12768,12768,127169.28,229824,383040
首尔,首尔二区,WINDOWS,标准型SA2,SA2.22XLARGE224,90,224,31.34,31.34,31.34,16119.6,16119.6,160551.22,290152.8,483588
首尔,首尔二区,WINDOWS,标准型SA2,SA2.32XLARGE256,128,256,39.72,39.72,39.72,20428.8,20428.8,203470.85,367718.4,612864
首尔,首尔二区,WINDOWS,标准型SA2,SA2.40XLARGE320,160,320,49.65,49.65,49.65,25536,25536,254338.56,459648,766080
首尔,首尔二区,WINDOWS,标准型SA2,SA2.45XLARGE464,180,464,63.93,63.93,63.93,32877.6,32877.6,327460.9,591796.8,986328
首尔,首尔二区,WINDOWS,标准型S5,S5.SMALL1,1,1,0.12,0.12,0.12,62,62,617.52,1116,1860
首尔,首尔二区,WINDOWS,标准型S5,S5.SMALL2,1,2,0.24,0.24,0.24,124,124,1235.04,2232,3720
首尔,首尔二区,WINDOWS,标准型S5,S5.SMALL4,1,4,0.67,0.67,0.67,342,342,3406.32,6156,10260
首尔,首尔一区,WINDOWS,标准型S5,S5.MEDIUM2,2,2,0.24,0.24,0.24,124,124,1235.04,2232,3720
首尔,首尔二区,WINDOWS,标准型S5,S5.MEDIUM4,2,4,0.48,0.48,0.48,248,248,2470.08,4464,7440
首尔,首尔二区,WINDOWS,标准型S5,S5.MEDIUM8,2,8,1.33,1.33,1.33,684,684,6812.64,12312,20520
首尔,首尔二区,WINDOWS,标准型S5,S5.LARGE4,4,4,1.33,1.33,1.33,684,684,6812.64,12312,20520
首尔,首尔二区,WINDOWS,标准型S5,S5.LARGE8,4,8,1.77,1.77,1.77,912,912,9083.52,16416,27360
首尔,首尔二区,WINDOWS,标准型S5,S5.LARGE16,4,16,2.66,2.66,2.66,1368,1368,13625.28,24624,41040
首尔,首尔二区,WINDOWS,标准型S5,S5.2XLARGE16,8,16,3.55,3.55,3.55,1824,1824,18167.04,32832,54720
首尔,首尔二区,WINDOWS,标准型S5,S5.2XLARGE32,8,32,5.32,5.32,5.32,2736,2736,27250.56,49248,82080
首尔,首尔二区,WINDOWS,标准型S5,S5.4XLARGE32,16,32,7.09,7.09,7.09,3648,3648,36334.08,65664,109440
首尔,首尔二区,WINDOWS,标准型S5,S5.4XLARGE64,16,64,10.64,10.64,10.64,5472,5472,54501.12,98496,164160
首尔,首尔二区,WINDOWS,标准型S5,S5.6XLARGE48,24,48,10.64,10.64,10.64,5472,5472,54501.12,98496,164160
首尔,首尔二区,WINDOWS,标准型S5,S5.6XLARGE96,24,96,15.96,15.96,15.96,8208,8208,81751.68,147744,246240
首尔,首尔二区,WINDOWS,标准型S5,S5.8XLARGE64,32,64,14.19,14.19,14.19,7296,7296,72668.16,131328,218880
首尔,首尔二区,WINDOWS,标准型S5,S5.8XLARGE128,32,128,21.28,21.28,21.28,10944,10944,109002.24,196992,328320
首尔,首尔二区,WINDOWS,标准型S5,S5.12XLARGE96,48,96,21.28,21.28,21.28,10944,10944,109002.24,196992,328320
首尔,首尔二区,WINDOWS,标准型S5,S5.12XLARGE192,48,192,31.92,31.92,31.92,16416,16416,163503.36,295488,492480
首尔,首尔二区,WINDOWS,标准型S5,S5.16XLARGE256,64,256,42.56,42.56,42.56,21888,21888,218004.48,393984,656640
首尔,首尔一区,WINDOWS,标准型S3,S3.SMALL1,1,1,0.17,0.08,0.06,86,86,856.56,1548,2580
首尔,首尔一区,WINDOWS,标准型S3,S3.SMALL2,1,2,0.33,0.17,0.11,172,172,1713.12,3096,5160
首尔,首尔一区,WINDOWS,标准型S3,S3.SMALL4,1,4,0.77,0.38,0.26,394,394,3924.24,7092,11820
首尔,首尔一区,WINDOWS,标准型S3,S3.MEDIUM2,2,2,0.33,0.17,0.11,172,172,1713.12,3096,5160
首尔,首尔一区,WINDOWS,标准型S3,S3.MEDIUM4,2,4,0.67,0.33,0.23,344,344,3426.24,6192,10320
首尔,首尔一区,WINDOWS,标准型S3,S3.MEDIUM8,2,8,1.53,0.77,0.52,788,788,7848.48,14184,23640
首尔,首尔一区,WINDOWS,标准型S3,S3.LARGE4,4,4,1.43,0.72,0.49,736,736,7330.56,13248,22080
首尔,首尔一区,WINDOWS,标准型S3,S3.LARGE8,4,8,1.98,0.99,0.67,1016,1016,10119.36,18288,30480
首尔,首尔一区,WINDOWS,标准型S3,S3.LARGE16,4,16,3.06,1.53,1.04,1576,1576,15696.96,28368,47280
首尔,首尔一区,WINDOWS,标准型S3,S3.2XLARGE16,8,16,3.95,1.98,1.34,2032,2032,20238.72,36576,60960
首尔,首尔一区,WINDOWS,标准型S3,S3.2XLARGE32,8,32,6.13,3.06,2.08,3152,3152,31393.92,56736,94560
首尔,首尔一区,WINDOWS,标准型S3,S3.3XLARGE24,12,24,5.93,2.96,2.01,3048,3048,30358.08,54864,91440
首尔,首尔一区,WINDOWS,标准型S3,S3.3XLARGE48,12,48,9.19,4.6,3.13,4728,4728,47090.88,85104,141840
首尔,首尔一区,WINDOWS,标准型S3,S3.4XLARGE32,16,32,7.9,3.95,2.69,4064,4064,40477.44,73152,121920
首尔,首尔一区,WINDOWS,标准型S3,S3.4XLARGE64,16,64,12.26,6.13,4.17,6304,6304,62787.84,113472,189120
首尔,首尔一区,WINDOWS,标准型S3,S3.6XLARGE48,24,48,11.85,5.93,4.03,6096,6096,60716.16,109728,182880
首尔,首尔一区,WINDOWS,标准型S3,S3.6XLARGE96,24,96,18.39,9.19,6.25,9456,9456,94181.76,170208,283680
首尔,首尔一区,WINDOWS,标准型S3,S3.8XLARGE64,32,64,15.8,7.9,5.37,8128,8128,80954.88,146304,243840
首尔,首尔一区,WINDOWS,标准型S3,S3.8XLARGE128,32,128,24.52,12.26,8.33,12608,12608,125575.68,226944,378240
首尔,首尔一区,WINDOWS,标准型S3,S3.12XLARGE96,48,96,23.71,11.85,8.06,12192,12192,121432.32,219456,365760
首尔,首尔一区,WINDOWS,标准型S3,S3.12XLARGE192,48,192,36.77,18.38,12.5,18912,18912,188363.52,340416,567360
首尔,首尔一区,WINDOWS,标准型S3,S3.16XLARGE256,64,256,49.03,24.51,16.67,25216,25216,251151.36,453888,756480
首尔,首尔一区,WINDOWS,标准型S3,S3.20XLARGE320,80,320,61.29,30.64,20.83,31520,31520,313939.2,567360,945600
首尔,首尔一区,WINDOWS,标准型S2,S2.SMALL1,1,1,0.14,0.07,0.05,86,86,856.56,1548,2580
首尔,首尔一区,WINDOWS,标准型S2,S2.SMALL2,1,2,0.27,0.14,0.09,172,172,1713.12,3096,5160
首尔,首尔一区,WINDOWS,标准型S2,S2.MEDIUM2,2,2,0.27,0.14,0.09,172,172,1713.12,3096,5160
首尔,首尔一区,WINDOWS,标准型S2,S2.MEDIUM4,2,4,0.54,0.27,0.18,344,344,3426.24,6192,10320
首尔,首尔一区,WINDOWS,标准型S2,S2.MEDIUM8,2,8,1.63,0.82,0.28,840,840,8366.4,15120,25200
首尔,首尔一区,WINDOWS,标准型S2,S2.LARGE4,4,4,1.63,0.82,0.28,840,840,8366.4,15120,25200
首尔,首尔一区,WINDOWS,标准型S2,S2.LARGE8,4,8,2.18,1.09,0.37,1120,1120,11155.2,20160,33600
首尔,首尔一区,WINDOWS,标准型S2,S2.LARGE16,4,16,3.26,1.63,0.55,1680,1680,16732.8,30240,50400
首尔,首尔一区,WINDOWS,标准型S2,S2.2XLARGE16,8,16,4.35,2.18,0.74,2240,2240,22310.4,40320,67200
首尔,首尔一区,WINDOWS,标准型S2,S2.2XLARGE32,8,32,6.53,3.26,1.11,3360,3360,33465.6,60480,100800
首尔,首尔一区,WINDOWS,标准型S2,S2.3XLARGE24,12,24,6.53,3.26,1.11,3360,3360,33465.6,60480,100800
首尔,首尔一区,WINDOWS,标准型S2,S2.3XLARGE48,12,48,9.79,4.9,1.66,5040,5040,50198.4,90720,151200
首尔,首尔一区,WINDOWS,标准型S2,S2.4XLARGE32,16,32,8.7,4.35,1.48,4480,4480,44620.8,80640,134400
首尔,首尔一区,WINDOWS,标准型S2,S2.4XLARGE64,16,64,13.06,6.53,2.22,6720,6720,66931.2,120960,201600
首尔,首尔一区,WINDOWS,标准型S2,S2.6XLARGE48,24,48,13.06,6.53,2.22,6720,6720,66931.2,120960,201600
首尔,首尔一区,WINDOWS,标准型S2,S2.6XLARGE96,24,96,19.59,9.79,3.33,10080,10080,100396.8,181440,302400
首尔,首尔一区,WINDOWS,标准型S2,S2.8XLARGE64,32,64,17.41,8.7,2.96,8960,8960,89241.6,161280,268800
首尔,首尔一区,WINDOWS,标准型S2,S2.8XLARGE128,32,128,26.11,13.06,4.44,13440,13440,133862.4,241920,403200
首尔,首尔一区,WINDOWS,标准型S2,S2.14XLARGE224,56,224,45.7,22.85,7.77,23520,23520,234259.2,423360,705600
首尔,首尔二区,WINDOWS,内存型M5,M5.SMALL8,1,8,0.77,0.77,0.77,396,396,3944.16,7128,11880
首尔,首尔二区,WINDOWS,内存型M5,M5.MEDIUM16,2,16,1.54,1.54,1.54,792,792,7888.32,14256,23760
首尔,首尔二区,WINDOWS,内存型M5,M5.LARGE32,4,32,3.08,3.08,3.08,1584,1584,15776.64,28512,47520
首尔,首尔二区,WINDOWS,内存型M5,M5.2XLARGE64,8,64,6.16,6.16,6.16,3168,3168,31553.28,57024,95040
首尔,首尔二区,WINDOWS,内存型M5,M5.3XLARGE96,12,96,9.24,9.24,9.24,4752,4752,47329.92,85536,142560
首尔,首尔二区,WINDOWS,内存型M5,M5.4XLARGE128,16,128,12.32,12.32,12.32,6336,6336,63106.56,114048,190080
首尔,首尔二区,WINDOWS,内存型M5,M5.6XLARGE192,24,192,18.48,18.48,18.48,9504,9504,94659.84,171072,285120
首尔,首尔二区,WINDOWS,内存型M5,M5.8XLARGE256,32,256,24.64,24.64,24.64,12672,12672,126213.12,228096,380160
首尔,首尔二区,WINDOWS,内存型M5,M5.16XLARGE512,64,512,49.27,49.27,49.27,25344,25344,252426.24,456192,760320
首尔,首尔二区,WINDOWS,内存型M5,M5.21XLARGE700,84,700,66.63,66.63,66.63,34272,34272,341349.12,616896,1028160
首尔,首尔一区,WINDOWS,内存型M3,M3.SMALL8,1,8,1,0.5,0.34,516,516,5139.36,9288,15480
首尔,首尔一区,WINDOWS,内存型M3,M3.MEDIUM16,2,16,2.01,1,0.68,1032,1032,10278.72,18576,30960
首尔,首尔一区,WINDOWS,内存型M3,M3.LARGE32,4,32,4.01,2.01,1.36,2064,2064,20557.44,37152,61920
首尔,首尔一区,WINDOWS,内存型M3,M3.2XLARGE64,8,64,8.03,4.01,2.73,4128,4128,41114.88,74304,123840
首尔,首尔一区,WINDOWS,内存型M3,M3.3XLARGE96,12,96,12.04,6.02,4.09,6192,6192,61672.32,111456,185760
首尔,首尔一区,WINDOWS,内存型M3,M3.3XLARGE144,12,144,16.8,8.4,5.71,8640,8640,86054.4,155520,259200
首尔,首尔一区,WINDOWS,内存型M3,M3.4XLARGE128,16,128,16.05,8.03,5.46,8256,8256,82229.76,148608,247680
首尔,首尔一区,WINDOWS,内存型M3,M3.4XLARGE192,16,192,22.4,11.2,7.62,11520,11520,114739.2,207360,345600
首尔,首尔一区,WINDOWS,内存型M3,M3.8XLARGE256,32,256,32.11,16.05,10.92,16512,16512,164459.52,297216,495360
首尔,首尔一区,WINDOWS,内存型M3,M3.8XLARGE384,32,384,44.8,22.4,15.24,23040,23040,229478.4,414720,691200
首尔,首尔一区,WINDOWS,内存型M3,M3.16XLARGE512,64,512,64.22,32.1,21.84,33024,33024,328919.04,594432,990720
首尔,首尔一区,WINDOWS,内存型M3,M3.20XLARGE700,80,700,86.23,43.1,29.32,44340,44340,441626.4,798120,1330200
首尔,首尔一区,WINDOWS,内存型M2,M2.SMALL8,1,8,1.1,0.55,0.37,561,561,5587.56,10098,16830
首尔,首尔一区,WINDOWS,内存型M2,M2.MEDIUM16,2,16,2.2,1.1,0.75,1122,1122,11175.12,20196,33660
首尔,首尔一区,WINDOWS,内存型M2,M2.LARGE32,4,32,4.4,2.2,1.5,2244,2244,22350.24,40392,67320
首尔,首尔一区,WINDOWS,内存型M2,M2.2XLARGE64,8,64,8.8,4.4,2.99,4488,4488,44700.48,80784,134640
首尔,首尔一区,WINDOWS,内存型M2,M2.3XLARGE96,12,96,13.2,6.6,4.49,6732,6732,67050.72,121176,201960
首尔,首尔一区,WINDOWS,内存型M2,M2.4XLARGE128,16,128,17.6,8.8,5.98,8976,8976,89400.96,161568,269280
首尔,首尔一区,WINDOWS,内存型M2,M2.6XLARGE192,24,192,26.4,13.2,8.97,13464,13464,134101.44,242352,403920
首尔,首尔一区,WINDOWS,内存型M2,M2.8XLARGE256,32,256,35.2,17.6,11.96,17952,17952,178801.92,323136,538560
首尔,首尔一区,WINDOWS,内存型M2,M2.12XLARGE384,48,384,52.8,26.4,17.95,26928,26928,268202.88,484704,807840
首尔,首尔一区,WINDOWS,内存型M2,M2.14XLARGE448,56,448,61.6,30.8,20.94,31416,31416,312903.36,565488,942480
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.LARGE8,4,8,2.4,1.2,0.81,1232,1232,12270.72,22176,36960
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.LARGE16,4,16,3.59,1.8,1.22,1848,1848,18406.08,33264,55440
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.2XLARGE16,8,16,4.79,2.4,1.63,2464,2464,24541.44,44352,73920
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.2XLARGE32,8,32,7.19,3.59,2.44,3696,3696,36812.16,66528,110880
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.4XLARGE32,16,32,9.58,4.79,3.26,4928,4928,49082.88,88704,147840
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.4XLARGE64,16,64,14.37,7.19,4.89,7392,7392,73624.32,133056,221760
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.8XLARGE64,32,64,19.16,9.58,6.52,9856,9856,98165.76,177408,295680
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.8XLARGE128,32,128,28.75,14.37,9.77,14784,14784,147248.64,266112,443520
首尔,首尔二区,WINDOWS,计算网络增强型CN3,CN3.12XLARGE160,48,160,38.33,19.16,13.03,19712,19712,196331.52,354816,591360
首尔,首尔一区,WINDOWS,计算型C3,C3.LARGE8,4,8,2.44,1.22,0.83,1256,1256,12509.76,22608,37680
